"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",1436.73379217276,218.254260638456,287,6.58284419268565,2.19043157301158e-10
"2","fixed","ev_sales",-0.0817874465250722,0.0234755817871969,287,-3.4839369378133,0.000571207168164741
"3","fixed","nonev_sales",0.00314924466981747,0.000365716694526453,287,8.61115917580753,4.87856977816089e-16
"4","fixed","year_fixed",-157.507423060283,20.4373002791046,287,-7.70686053976123,2.11810254980103e-13
