State,FCEV Sales,FCEV Market Share,BEV Sales,BEV Market Share,PHEV Sales,PHEV Market Share,year,State Name,state_code,EPA_Region,ev_sales,ev_market_share,total,nonev_sales,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,SAF,SAF_5,SAF_95,nonev_market_share,year_fixed
New Hampshire,0,0.0,101,0.0013,187,0.0024,2013,New Hampshire,33,1.0,288,0.0036962408716968054,77917.0,77629.0,271784,0.1049514765030057,243259.8679101071,2035.9996753113217,367.9180205086599,132.29108497665433,570.1603539863459,0.0083696488566034,0.1807063257278771,0.0649759853013856,0.2800395112534403,0.9963037591283032,3
New Jersey,0,0.0,889,0.0017,1435,0.0028,2013,New Jersey,34,2.0,2324,0.0044440874896260005,522942.0,520618.0,2011356,0.0863402623983538,1837694.9951834967,25880.40129351542,6003.233479770919,2200.890024504713,9136.496853765651,0.0140830776387521,0.231960602607622,0.0850407997752402,0.3530276347011237,0.995555912510374,3
New Mexico,0,0.0,74,0.0009,93,0.0012,2013,New Mexico,35,6.0,167,0.0020310618683336778,82223.0,82056.0,509220,0.082017155520628,467455.2240657859,5355.350970933414,917.2473717842116,329.3408043091845,1423.5484358283602,0.0114563934580817,0.1712767989927538,0.0614975201619291,0.2658179535860078,0.9979689381316663,3
New York,0,0.0,1107,0.0012,2840,0.0032,2013,New York,36,2.0,3947,0.004278586147874094,922501.0,918554.0,4236806,0.0924115188032248,3845276.322665384,23691.26099754,5148.308456216918,1879.0386637677,7868.718334426793,0.006161133559608,0.2173083339359393,0.079313577439496,0.3321359017252753,0.9957214138521259,3
North Carolina,0,0.0,656,0.0017,481,0.0013,2013,North Carolina,37,4.0,1137,0.0029464889616800946,385883.0,384746.0,2280631,0.0924115188032248,2069874.4254602825,17324.12211836627,3732.03421099928,1359.8291489470218,5712.525762462978,0.0083696488566034,0.215424145910559,0.0784933943351386,0.3297440253210181,0.9970535110383199,3
Ohio,0,0.0,338,0.0006,708,0.0013,2013,Ohio,39,5.0,1046,0.0018568025363283594,563334.0,562288.0,2653839,0.0774572896136572,2448279.823988981,20471.42309411189,5289.793976788482,1961.4622079802728,7967.916028221247,0.0083615536482091,0.2583989375076695,0.0958146484962464,0.3892214034945633,0.9981431974636716,3
Oklahoma,0,0.0,199,0.0003,115,0.0002,2013,Oklahoma,40,6.0,314,0.0004733663584257704,663334.0,663020.0,949129,0.1100884694430816,844640.8410859574,7069.347249835618,1682.4711033144283,618.3856631576248,2554.6711551286826,0.0083696488566034,0.2379952552696503,0.0874742237583539,0.3613729902980909,0.9995266336415742,3
Oregon,0,0.0,1255,0.0092,754,0.0055,2013,Oregon,41,10.0,2009,0.01465449956598172,137091.0,135082.0,857785,0.0833782253772492,786264.4089447763,6580.757011312595,1365.4197006964996,496.138718844418,2095.463724078078,0.0083696488566034,0.2074867220213854,0.0753923474140642,0.3184228988360896,0.9853455004340183,3
Pennsylvania,0,0.0,649,0.0011,766,0.0013,2013,Pennsylvania,42,3.0,1415,0.002398305084745763,590000.0,588585.0,2718058,0.1016625719766841,2441733.232938198,34952.44142691614,8728.29541372766,3225.0690212010363,13189.549346445943,0.0143146028220523,0.2497191914899021,0.092270207445866,0.3773570259469471,0.9976016949152542,3
Rhode Island,0,0.0,31,0.0007,135,0.003,2013,Rhode Island,44,1.0,166,0.0036888888888888887,45000.0,44834.0,214806,0.1173125791986499,189606.5541126548,1586.940278833492,315.35830971687056,114.06211334218398,485.9911352426075,0.0083696488566034,0.1987209688499936,0.0718754920166418,0.3062441238178438,0.9963111111111111,3
South Carolina,0,0.0,144,0.0008,144,0.0008,2013,South Carolina,45,4.0,288,0.0016,180000.0,179712.0,1077470,0.0924115188032248,977899.3608350892,8184.6742672866,1711.4323628416662,621.8002656577669,2626.531626340204,0.0083696488566034,0.2091020738213255,0.0759712904083484,0.3209085102919993,0.9984,3
Tennessee,0,0.0,573,0.0023,201,0.0008,2013,Tennessee,47,4.0,774,0.003080597014925373,251250.0,250476.0,1492094,0.0841917775951836,1366471.9538008922,11436.890425710251,2612.582580437957,956.7593195836644,3980.353049183188,0.0083696488566034,0.2284346953753131,0.0836555465664739,0.3480275582806417,0.9969194029850746,3
Texas,0,0.0,1793,0.0014,986,0.0007,2013,Texas,48,6.0,2779,0.0019729200921216666,1408572.0,1405793.0,7053173,0.0902611766533518,6416545.305880349,32016.79396096368,7758.245064466048,2858.5159199771765,11754.462718959474,0.0049897246001867,0.2423179870515845,0.0892817664211603,0.3671342837540525,0.9980270799078783,3
Utah,0,0.0,349,0.0033,163,0.0016,2013,Utah,49,8.0,512,0.0048412413245333685,105758.0,105246.0,897462,0.0612347995874624,842506.0942926368,6638.2239488049,1647.1457392919,609.4827833415939,2486.08126290811,0.0078791405709395,0.2481304867077346,0.09181413402772,0.3745100017837884,0.9951587586754667,3
Vermont,0,0.0,69,0.0019,282,0.0078,2013,Vermont,50,1.0,351,0.009665161361383413,36316.0,35965.0,123059,0.1103157662460536,109483.65212152687,916.3397237957018,140.20606914098363,49.8491372659973,219.574167201111,0.0083696488566034,0.1530066475348422,0.0544002796904952,0.2396209195117957,0.9903348386386166,3
Virginia,0,0.0,575,0.0016,645,0.0018,2013,Virginia,51,3.0,1220,0.0033947826086956523,359375.0,358155.0,1863746,0.0924115188032248,1691514.4014765648,14157.381576246516,2931.5967884786837,1064.146063935935,4502.870733001557,0.0083696488566034,0.2070719626147086,0.0751654575533498,0.3180581598900002,0.9966052173913044,3
Washington,0,0.0,3494,0.0148,988,0.0042,2013,Washington,53,10.0,4482,0.018984928965359495,236082.0,231600.0,1593352,0.0684249794660355,1484326.9221178333,8049.90685385295,1763.8679812433584,648.0816783814121,2681.0727530515724,0.0054232707996479,0.2191165703239302,0.0805079723464401,0.3330563696856098,0.9810150710346405,3
West Virginia,0,0.0,28,0.0004,79,0.001,2013,West Virginia,54,3.0,107,0.0013544303797468355,79000.0,78893.0,382333,0.0864242314038329,349290.1643346783,2923.436024546554,632.0133450804302,230.4038194943104,966.9644786173452,0.0083696488566034,0.2161885328680862,0.0788126771236759,0.3307630030205051,0.9986455696202532,3
Wisconsin,0,0.0,207,0.0009,416,0.0019,2013,Wisconsin,55,5.0,623,0.002708695652173913,230000.0,229377.0,1308817,0.0772960867712038,1207650.5676003732,10107.61119229291,2272.2491265530243,831.0612892188194,3465.960186283036,0.0083696488566034,0.2248057511636006,0.0822213353292127,0.3429059666368887,0.9972913043478261,3
Alabama,0,0.0,87,0.0005,136,0.0007,2014,Alabama,1,4.0,223,0.0011477924297170151,194286.0,194063.0,1105744,0.0917409813186351,1004301.9603528072,9789.082596091754,2327.8062801107662,855.8140630179926,3533.816410003886,0.0097471507400552,0.237796162945865,0.0874253592833788,0.3609956679101621,0.998852207570283,4
Arizona,0,0.0,766,0.0024,966,0.003,2014,Arizona,4,9.0,1732,0.00537888198757764,322000.0,320268.0,1623723,0.0848572548134904,1485938.323642475,14483.664830968137,3096.239713185565,1130.624778206915,4730.738574819709,0.0097471507400552,0.2137746039638644,0.0780620644983083,0.3266257974090036,0.9946211180124224,4
Arkansas,0,0.0,41,0.0003,78,0.0006,2014,Arkansas,5,6.0,119,0.0008707295835863815,136667.0,136548.0,707060,0.0917409813186351,642193.6217488459,6259.558035487993,1472.836913039839,540.6825102411548,2238.825698590353,0.0097471507400552,0.2352940742285197,0.0863771063669039,0.3576651395989197,0.9991292704164136,4
Colorado,0,0.0,821,0.0034,722,0.003,2014,Colorado,8,8.0,1543,0.006390001283798055,241471.0,239928.0,1247350,0.0917409813186351,1132916.8869522004,11042.711673077176,1823.8214470064536,652.5605872676286,2839.640409138622,0.0097471507400552,0.1651606508438543,0.0590942339695975,0.2571506431759731,0.9936099987162019,4
Connecticut,0,0.0,321,0.0019,505,0.003,2014,Connecticut,9,1.0,826,0.004889078296280512,168948.0,168122.0,772709,0.0955121995510624,698905.8637970982,4463.661211517426,986.9042508146532,363.4665469264732,1498.175813198449,0.0063866415246063,0.2210974812040347,0.0814278973477273,0.3356383341398669,0.9951109217037195,4
Delaware,0,0.0,43,0.0009,97,0.002,2014,Delaware,10,3.0,140,0.00288659793814433,48500.0,48360.0,203452,0.0917409813186351,184787.11386876105,1801.1478536985592,421.998118974877,154.84440793089004,641.7407752325067,0.0097471507400552,0.2342939909726604,0.0859698484013544,0.3562954445492783,0.9971134020618557,4
District Of Columbia,0,0.0,77,0.0023,128,0.0038,2014,District Of Columbia,11,3.0,205,0.0060857948641828705,33685.0,33480.0,115718,0.1441283439552406,99039.75629418748,965.3554338577762,227.3110858665688,83.42410885594096,345.6036492390993,0.0097471507400552,0.2354688002927407,0.0864180237972656,0.3580066337410976,0.9939142051358171,4
Florida,0,0.0,2021,0.0017,2211,0.0019,2014,Florida,12,4.0,4232,0.003559820461228912,1188824.0,1184592.0,4053007,0.0736654936748349,3754440.238477438,36347.554770930925,6685.599732334434,2406.1012777376795,10351.756066236534,0.0096812180943573,0.183935336901432,0.0661970603772765,0.2847992425205831,0.9964401795387711,4
Hawaii,0,0.0,865,0.0123,257,0.0036,2014,Hawaii,15,9.0,1122,0.01571670705570886,71389.0,70267.0,307906,0.160045202223085,258627.1219642988,3027.5010331882618,412.210921103369,146.529696152031,646.060360486701,0.0117060461802849,0.1361555013803809,0.0483995528145932,0.2133972386481185,0.9842832929442912,4
Idaho,0,0.0,51,0.001,102,0.0021,2014,Idaho,16,10.0,153,0.003,51000.0,50847.0,431002,0.0917409813186351,391461.45356970566,3815.633796865041,638.5429792393387,228.45856245204095,994.1790467499952,0.0097471507400552,0.1673491255277095,0.0598743418825319,0.2605541044234438,0.997,4
Illinois,0,0.0,1033,0.0017,1059,0.0017,2014,Illinois,17,5.0,2092,0.0033582580721800747,622942.0,620850.0,2992357,0.0832735473743717,2743172.817599467,26738.11895916396,7259.132640370816,2706.1962898597085,10880.827786084628,0.0097471507400552,0.2714900270829595,0.1012111694914953,0.4069406603621771,0.99664174192782,4
Indiana,0,0.0,288,0.0013,409,0.0018,2014,Indiana,18,5.0,697,0.0030674711626903967,227223.0,226526.0,1582047,0.0795096687770888,1456258.967040213,18365.89867167324,5057.684539755109,1889.2209954104585,7567.870885230654,0.0126116982537804,0.2753845390400558,0.1028656984982886,0.4120610170251569,0.9969325288373097,4
Iowa,0,0.0,64,0.0005,169,0.0014,2014,Iowa,19,7.0,233,0.0018203125,128000.0,127767.0,728706,0.0917409813186351,661853.7964672227,6451.188722043834,1417.8305715590232,517.2611313612066,2167.620933092888,0.0097471507400552,0.2197781885862785,0.0801807470914182,0.3360033362047038,0.9981796875,4
Kansas,0,0.0,65,0.0006,136,0.0013,2014,Kansas,20,7.0,201,0.0018553731977033988,108334.0,108133.0,722347,0.0837475426406242,661852.213816173,7734.7524739905875,1717.2895551582158,627.1367914947332,2623.034956648673,0.0116865250467212,0.2220225612820697,0.0810803957338759,0.339123322364752,0.9981446268022967,4
Kentucky,0,0.0,58,0.0004,141,0.001,2014,Kentucky,21,4.0,199,0.0013724137931034482,145000.0,144801.0,1014601,0.1079108856323717,905114.50752651,8822.287541871721,2175.831938056477,803.2051217301571,3290.917314339117,0.0097471507400552,0.2466289981741919,0.0910427276279583,0.3730231301938411,0.9986275862068965,4
Louisiana,0,0.0,71,0.0003,85,0.0004,2014,Louisiana,22,6.0,156,0.0006591540011915476,236667.0,236511.0,1113756,0.0800757847015959,1024571.1143338892,9986.649095318751,2221.792732898856,811.6411953580905,3392.674970700489,0.0097471507400552,0.2224762992764332,0.0812726258438927,0.339721055412952,0.9993408459988085,4
Maine,0,0.0,55,0.0009,137,0.0023,2014,Maine,23,1.0,192,0.0031417724833093337,61112.0,60920.0,259644,0.0767175178911223,239724.75678467745,1446.3814569877768,238.0205778584442,85.04576888132797,371.0494376088516,0.0060335089140873,0.1645627968393234,0.0587989900385225,0.2565363623933595,0.9968582275166906,4
Maryland,0,0.0,551,0.0018,956,0.0032,2014,Maryland,24,3.0,1507,0.004923034706251306,306112.0,304605.0,1346664,0.0962955346575867,1216986.2701158756,25705.13625282668,5889.354954517966,2157.8273500036257,8968.79273156903,0.0211219607682009,0.2291119913387092,0.083945376860873,0.3489105306953108,0.9950769652937487,4
Massachusetts,0,0.0,747,0.0022,756,0.0022,2014,Massachusetts,25,1.0,1503,0.004373801424177257,343637.0,342134.0,1392767,0.0917409813186351,1264993.188671789,12330.079295127012,2156.23550829013,772.9281022805322,3350.9623240891287,0.0097471507400552,0.1748760455370549,0.0626863853654211,0.2717713523069934,0.9956261985758228,4
Michigan,0,0.0,249,0.0005,2651,0.0049,2014,Michigan,26,5.0,2900,0.00536023555462727,541021.0,538121.0,2230079,0.102052565516277,2002493.7167460269,22945.095015229497,5378.034120181117,1975.4854612053737,8171.1911773625725,0.0114582606793465,0.2343870930415201,0.0860961987690254,0.3561193000917649,0.9946397644453727,4
Minnesota,0,0.0,258,0.0011,341,0.0014,2014,Minnesota,27,5.0,599,0.0024592317671982,243572.0,242973.0,1282686,0.0527314975420946,1215048.0463437208,5560.96570140461,1194.7813572989903,435.4586391118176,1828.45840410406,0.0045767455189434,0.2148514163641052,0.0783062983110699,0.3288023164110184,0.9975407682328018,4
Missouri,0,0.0,256,0.001,427,0.0017,2014,Missouri,29,7.0,683,0.00266796875,256000.0,255317.0,1393170,0.1120317110919281,1237090.7810580586,12058.110322105522,2967.4432621267856,1094.6975953449607,4490.777892945391,0.0097471507400552,0.2460952158222273,0.0907851699895386,0.3724279984992902,0.99733203125,4
Montana,0,0.0,29,0.0006,56,0.0011,2014,Montana,30,8.0,85,0.001669613042624239,50910.0,50825.0,225473,0.071141688934616,209432.46997084533,4661.732712767047,729.8566151565607,259.90641849373526,1141.332513132961,0.0222588823663111,0.1565633767799918,0.0557531790233129,0.2448301057688707,0.9983303869573757,4
Nebraska,0,0.0,58,0.0007,134,0.0017,2014,Nebraska,31,7.0,192,0.0023172174080957784,82858.0,82666.0,467363,0.0613646579898428,438683.4293478931,4104.003119797571,796.6586176422164,287.81461301784475,1229.076997011397,0.009355272721147,0.1941174493262839,0.0701302130179767,0.2994824714148903,0.9976827825919042,4
Nevada,0,0.0,270,0.0021,257,0.002,2014,Nevada,32,9.0,527,0.004098870671685903,128572.0,128045.0,660063,0.0675215271878831,615494.5381997844,5999.318043513961,1302.442437366395,475.77471356230296,1989.1661833709256,0.0097471507400552,0.2170984148397506,0.0793047993307634,0.3315653827557069,0.9959011293283141,4
New Hampshire,0,0.0,83,0.001,137,0.0016,2014,New Hampshire,33,1.0,220,0.0025693430656934307,85625.0,85405.0,267778,0.0959478537992234,242085.27560535155,2359.641673273169,416.2858606692879,149.74824181193867,644.9866869948087,0.0097471507400552,0.1764191001474551,0.0634622805267784,0.2733409459157913,0.9974306569343065,4
New Jersey,0,0.0,844,0.0016,1083,0.002,2014,New Jersey,34,2.0,1927,0.0035586334256694366,541500.0,539573.0,1998397,0.0938650162243702,1810817.4331722676,18977.904052893435,4388.661778207637,1608.4850019154137,6681.053845300472,0.0104802967462308,0.2312511311036229,0.0847556715131657,0.352043820364971,0.9964413665743306,4
New Mexico,0,0.0,101,0.0012,153,0.0018,2014,New Mexico,35,6.0,254,0.002988235294117647,85000.0,84746.0,503746,0.0663610649846537,470316.8789582406,5529.640846384441,804.8787262838126,285.9133243753218,1261.7035023544045,0.0117572664171285,0.1455571435186578,0.051705586731237,0.2281709675917505,0.9970117647058824,4
New York,0,0.0,1021,0.0011,3311,0.0036,2014,New York,36,2.0,4332,0.004667188116123777,928182.0,923850.0,4206551,0.0917409813186351,3820637.8832931146,23539.460281867137,5044.739206787347,1837.407942461774,7724.669119831198,0.006161133559608,0.2143098926814987,0.0780565025901278,0.3281582936623932,0.9953328118838762,4
North Carolina,0,0.0,660,0.0017,601,0.0015,2014,North Carolina,37,4.0,1261,0.0031472519573611003,400667.0,399406.0,2283421,0.0917409813186351,2073937.716696421,20214.98355012591,4459.15720977045,1628.5876325696026,6810.960743487557,0.0097471507400552,0.2205867345235943,0.0805633914334527,0.3369263559675335,0.9968527480426389,4
Ohio,0,0.0,433,0.0008,834,0.0015,2014,Ohio,39,5.0,1267,0.002278776978417266,556000.0,554733.0,2642588,0.0774572896136572,2437900.295954425,27348.068242285342,7197.5354865310055,2674.9540200389424,10819.38345435283,0.0112178780599305,0.2631825920121933,0.0978114430730779,0.3956178315228859,0.9977212230215827,4
Oklahoma,0,0.0,107,0.0002,133,0.0002,2014,Oklahoma,40,6.0,240,0.00036090225563909775,665000.0,664760.0,954831,0.1168709467125595,843238.9970795001,8219.177614426855,1921.9483588920807,705.1500748785327,2923.039686024624,0.0097471507400552,0.2338370636398643,0.0857932639928361,0.3556365153727677,0.9996390977443609,4
Oregon,0,0.0,1293,0.009,796,0.0056,2014,Oregon,41,10.0,2089,0.014540569511439649,143667.0,141578.0,859997,0.071804840073397,798245.0529513988,7780.614858620629,1329.7099554440597,475.9813205685765,2069.200251304487,0.0097471507400552,0.1709003696501942,0.0611752836012962,0.2659430249284079,0.9854594304885603,4
Pennsylvania,0,0.0,548,0.0009,938,0.0015,2014,Pennsylvania,42,3.0,1486,0.0023763300892003314,625334.0,623848.0,2703263,0.1079325985820034,2411492.799759418,30603.313461816568,7879.481554215209,2924.962160236887,11858.899670779932,0.0126906095116144,0.2574715173912901,0.0955766493679297,0.3875037807777304,0.9976236699107996,4
Rhode Island,0,0.0,51,0.0011,98,0.002,2014,Rhode Island,44,1.0,149,0.0030408163265306124,49000.0,48851.0,212397,0.1113516855910621,188746.2360355152,1839.7380142562051,353.5606579781634,127.70883728171393,545.5921990281196,0.0097471507400552,0.1921798947667588,0.0694168606030276,0.2965597247000949,0.9969591836734694,4
South Carolina,0,0.0,124,0.0006,213,0.0011,2014,South Carolina,45,4.0,337,0.0016306425312217238,206667.0,206330.0,1083160,0.0917409813186351,983789.8386749072,9589.147854098908,2183.31538404975,799.10173096097,3328.001703583909,0.0097471507400552,0.227686069426543,0.0833339670134913,0.3470591708690095,0.9983693574687783,4
Tennessee,0,0.0,384,0.0017,274,0.0012,2014,Tennessee,47,4.0,658,0.002881743410968143,228334.0,227676.0,1495011,0.0968434441812586,1350228.9856711326,13160.88545692836,3059.718323393349,1122.0125482027436,4655.671738181168,0.0097471507400552,0.2324857497929673,0.0852535759751693,0.3537506464453161,0.9971182565890319,4
Texas,0,0.0,2192,0.0015,1528,0.0011,2014,Texas,48,6.0,3720,0.002545619276633542,1461334.0,1457614.0,7141397,0.0703000437813752,6639356.4782398185,37451.4765272086,9099.144276576482,3353.618623707654,13782.11643596681,0.0056408292957237,0.2429582254244617,0.089545698452536,0.3679992810418052,0.9974543807233665,4
Utah,0,0.0,478,0.0044,229,0.0021,2014,Utah,49,8.0,707,0.006483383464162571,109048.0,108341.0,903815,0.0673084278744153,842980.6332606854,6143.179765791581,1068.9869087761049,383.4621721228788,1660.2729594529385,0.0072874506523708,0.1740119855728103,0.06242079619063,0.2702627991937011,0.9935166165358374,4
