"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",3638.58956091008,782.516353310491,258,4.64985753398861,5.3076902586887e-06
"2","fixed","ev_sales",0.115832878373888,0.0144444818303934,258,8.01917851633543,3.72699474991011e-14
"3","fixed","year_fixed",-297.917785495057,50.2232755123412,258,-5.93186689748761,9.59104409409938e-09
