"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",4124.23496301141,1117.47719833365,49,3.69066587592242,0.000561566587430704
"2","fixed","ev_sales",0.480457125622587,0.0537613710430643,49,8.93684659265344,7.32393315611055e-12
"3","fixed","nonev_sales",-0.000794652241146733,0.00165013125838946,49,-0.481569109794525,0.632255897444619
"4","fixed","year_fixed",-645.611321014465,135.473279740542,49,-4.76559895981657,1.71973912162456e-05
