State,FCEV Sales,FCEV Market Share,BEV Sales,BEV Market Share,PHEV Sales,PHEV Market Share,year,State Name,state_code,EPA_Region,ev_sales,ev_market_share,total,nonev_sales,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,SAF,SAF_5,SAF_95,nonev_market_share,year_fixed
Florida,0,0.0,2021,0.0017,2211,0.0019,2014,Florida,12,4.0,4232,0.003559820461228912,1188824.0,1184592.0,4053007.0,0.0736654936748349,3754440.238477438,36347.554770930925,4089.294271192279,1736.507797989248,5510.10387350522,0.0096812180943573,0.1125053472500082,0.0477750926832092,0.1515948984252427,0.9964401795387711,4
Georgia,0,0.0,9945,0.0228,600,0.0014,2014,Georgia,13,4.0,10545,0.02417552185425909,436185.0,425640.0,2488137.0,0.1014620125028618,2235685.612597167,11895.62409453348,1633.1220122000163,704.8496187726597,2179.5583866485767,0.0053207946714451,0.1372876277210627,0.0592528490452692,0.18322354248317,0.9758244781457409,4
Hawaii,0,0.0,865,0.0123,257,0.0036,2014,Hawaii,15,9.0,1122,0.01571670705570886,71389.0,70267.0,307906.0,0.160045202223085,258627.1219642988,3027.5010331882618,148.622120423539,61.590356334746026,203.34183714757532,0.0117060461802849,0.0490906918921923,0.0203436285106351,0.0671649109012643,0.9842832929442912,4
Idaho,0,0.0,51,0.001,102,0.0021,2014,Idaho,16,10.0,153,0.003,51000.0,50847.0,431002.0,0.0917409813186351,391461.45356970566,3815.633796865041,513.3939012099876,219.20490882590545,689.3706233899671,0.0097471507400552,0.13455009797633,0.0574491475062429,0.1806700171165168,0.997,4
Illinois,0,0.0,1033,0.0017,1059,0.0017,2014,Illinois,17,5.0,2092,0.0033582580721800747,622942.0,620850.0,2992357.0,0.0832735473743717,2743172.817599467,26738.11895916396,6382.995546059537,2860.9092539854096,8322.029899340108,0.0097471507400552,0.2387226848608171,0.1069974016629502,0.3112421600057209,0.99664174192782,4
Indiana,0,0.0,288,0.0013,409,0.0018,2014,Indiana,18,5.0,697,0.0030674711626903967,227223.0,226526.0,1582047.0,0.0795096687770888,1456258.967040213,18365.89867167324,2848.4479491408465,1229.51557416151,3799.8606424604513,0.0126116982537804,0.1550943953281288,0.0669455710358383,0.2068976155422871,0.9969325288373097,4
Iowa,0,0.0,64,0.0005,169,0.0014,2014,Iowa,19,7.0,233,0.0018203125,128000.0,127767.0,728706.0,0.0917409813186351,661853.7964672227,6451.188722043834,738.2452218308363,311.7131491081603,998.138043939297,0.0097471507400552,0.1144355333007447,0.0483187149746573,0.1547215694572134,0.9981796875,4
Kansas,0,0.0,65,0.0006,136,0.0013,2014,Kansas,20,7.0,201,0.0018553731977033988,108334.0,108133.0,722347.0,0.0837475426406242,661852.213816173,7734.7524739905875,956.0549281478212,404.8788874912957,1290.1896950413166,0.0116865250467212,0.123605109712653,0.0523454226690213,0.1668042641803726,0.9981446268022967,4
Kentucky,0,0.0,58,0.0004,141,0.001,2014,Kentucky,21,4.0,199,0.0013724137931034482,145000.0,144801.0,1014601.0,0.1079108856323717,905114.50752651,8822.287541871721,1043.2705341793098,445.92527547986685,1400.3237020932695,0.0097471507400552,0.1182539708922218,0.0505453119005073,0.1587256927919376,0.9986275862068965,4
Louisiana,0,0.0,71,0.0003,85,0.0004,2014,Louisiana,22,6.0,156,0.0006591540011915476,236667.0,236511.0,1113756.0,0.0800757847015959,1024571.1143338892,9986.649095318751,1268.7542562569647,540.2665688542589,1706.459796404333,0.0097471507400552,0.1270450422506278,0.0540988837895094,0.1708741120386654,0.9993408459988085,4
Maine,0,0.0,55,0.0009,137,0.0023,2014,Maine,23,1.0,192,0.0031417724833093337,61112.0,60920.0,259644.0,0.0767175178911223,239724.75678467745,1446.3814569877768,109.38943655416344,45.6030677579998,149.10239880424433,0.0060335089140873,0.0756297282612963,0.0315290738398792,0.1030864977450442,0.9968582275166906,4
Maryland,0,0.0,551,0.0018,956,0.0032,2014,Maryland,24,3.0,1507,0.004923034706251306,306112.0,304605.0,1346664.0,0.0962955346575867,1216986.2701158756,25705.13625282668,4366.235012203173,1889.4653670627545,5814.557789939849,0.0211219607682009,0.1698584659991069,0.0735053628379417,0.2262021773683634,0.9950769652937487,4
Massachusetts,0,0.0,747,0.0022,756,0.0022,2014,Massachusetts,25,1.0,1503,0.004373801424177257,343637.0,342134.0,1392767.0,0.0917409813186351,1264993.188671789,12330.079295127012,2240.1152177982585,972.7762340983058,2976.6728971297243,0.0097471507400552,0.1816788979356829,0.0788945643263428,0.2414155518291061,0.9956261985758228,4
Michigan,0,0.0,249,0.0005,2651,0.0049,2014,Michigan,26,5.0,2900,0.00536023555462727,541021.0,538121.0,2230079.0,0.102052565516277,2002493.7167460269,22945.095015229497,3682.960009268413,1594.4036191962382,4904.034279772051,0.0114582606793465,0.1605118656873679,0.0694877758465578,0.2137290900960342,0.9946397644453727,4
Minnesota,0,0.0,258,0.0011,341,0.0014,2014,Minnesota,27,5.0,599,0.0024592317671982,243572.0,242973.0,1282686.0,0.0527314975420946,1215048.0463437208,5560.96570140461,880.4310961582024,381.8295934296107,1171.1168770485383,0.0045767455189434,0.1583234178077774,0.0686624615097278,0.2105959539999919,0.9975407682328018,4
Mississippi,0,0.0,13,0.0001,24,0.0002,2014,Mississippi,28,4.0,37,0.0002846153846153846,130000.0,129963.0,731416.0,0.1162432432814763,646393.8319720357,8831.043988219397,673.8821244365923,280.516088386769,919.3683139490316,0.0136620177226589,0.0763083193035331,0.0317647708199593,0.1041064131461091,0.9997153846153846,4
Missouri,0,0.0,256,0.001,427,0.0017,2014,Missouri,29,7.0,683,0.00266796875,256000.0,255317.0,1393170.0,0.1120317110919281,1237090.7810580586,12058.110322105522,1681.4221831311916,721.2336282472975,2251.421511245831,0.0097471507400552,0.1394432575433254,0.0598131555427135,0.1867142903078614,0.99733203125,4
Montana,0,0.0,29,0.0006,56,0.0011,2014,Montana,30,8.0,85,0.001669613042624239,50910.0,50825.0,225473.0,0.071141688934616,209432.46997084533,4661.732712767047,412.8642185847318,172.64561693947076,561.637365585508,0.0222588823663111,0.0885645411316749,0.0370346451796019,0.1204782427888575,0.9983303869573757,4
Nebraska,0,0.0,58,0.0007,134,0.0017,2014,Nebraska,31,7.0,192,0.0023172174080957784,82858.0,82666.0,467363.0,0.0613646579898428,438683.4293478931,4104.003119797571,530.4242336722506,225.0533465903461,714.9375006509704,0.009355272721147,0.1292455727222774,0.0548375183987303,0.1742049115903777,0.9976827825919042,4
Nevada,0,0.0,270,0.0021,257,0.002,2014,Nevada,32,9.0,527,0.004098870671685903,128572.0,128045.0,660063.0,0.0675215271878831,615494.5381997844,5999.318043513961,1398.0193805481806,615.2922207133319,1841.584760822669,0.0097471507400552,0.2330297161124205,0.1025603604027198,0.3069656830101982,0.9959011293283141,4
New Hampshire,0,0.0,83,0.001,137,0.0016,2014,New Hampshire,33,1.0,220,0.0025693430656934307,85625.0,85405.0,267778.0,0.0959478537992234,242085.27560535155,2359.641673273169,239.73251107000263,100.58323282005428,325.41994734534626,0.0097471507400552,0.1015969983007879,0.0426264860293514,0.1379107476492144,0.9974306569343065,4
New Jersey,0,0.0,844,0.0016,1083,0.002,2014,New Jersey,34,2.0,1927,0.0035586334256694366,541500.0,539573.0,1998397.0,0.0938650162243702,1810817.4331722676,18977.904052893435,4408.768032489945,1959.6215925562676,5776.209627665147,0.0104802967462308,0.2323105871018337,0.1032580619595606,0.3043649926549442,0.9964413665743306,4
New Mexico,0,0.0,101,0.0012,153,0.0018,2014,New Mexico,35,6.0,254,0.002988235294117647,85000.0,84746.0,503746.0,0.0663610649846537,470316.8789582406,5529.640846384441,779.8466280635778,333.64752670786174,1045.7703847472185,0.0117572664171285,0.1410302494733416,0.0603380103657215,0.1891208513896514,0.9970117647058824,4
New York,0,0.0,1021,0.0011,3311,0.0036,2014,New York,36,2.0,4332,0.004667188116123777,928182.0,923850.0,4206551.0,0.0917409813186351,3820637.8832931146,23539.460281867137,5507.444948346643,2456.770078539864,7199.385339665157,0.006161133559608,0.2339664921115088,0.1043681566663767,0.3058432629065404,0.9953328118838762,4
North Carolina,0,0.0,660,0.0017,601,0.0015,2014,North Carolina,37,4.0,1261,0.0031472519573611003,400667.0,399406.0,2283421.0,0.0917409813186351,2073937.716696421,20214.98355012591,2320.7226639702376,985.777272876293,3126.435008592024,0.0097471507400552,0.1148021049938367,0.0487646834058468,0.1546592902655392,0.9968527480426389,4
North Dakota,0,0.0,5,0.0001,19,0.0005,2014,North Dakota,38,8.0,24,0.00048,50000.0,49976.0,168595.0,0.0917409813186351,153127.9292545847,1492.561008956946,158.37787984577406,66.57591927158619,214.7275138367107,0.0097471507400552,0.1061114948704536,0.0446051577604266,0.1438651502673045,0.99952,4
Ohio,0,0.0,433,0.0008,834,0.0015,2014,Ohio,39,5.0,1267,0.002278776978417266,556000.0,554733.0,2642588.0,0.0774572896136572,2437900.295954425,27348.068242285342,4587.866273003531,1998.504461550724,6088.4009254935945,0.0112178780599305,0.1677583305832846,0.0730766225915969,0.2226263614509986,0.9977212230215827,4
