state_code,year,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,SAF,SAF_5,SAF_95
1.0,2010,1130433,0.0905798542386211,1028038.5436334728,10802.649805677718,2941.795052631048,1098.3716433727916,4404.0209415174895,0.0105080202221768,0.27232161604321214,0.10167613160944115,0.40767969162554907
1.0,2011,1123827,0.0888350748020048,1023991.7443904873,9265.882218875227,2465.731883140206,917.5533767506028,3702.2361589533148,0.0090487860567573,0.26610870124350855,0.0990249341699471,0.3995557111023503
1.0,2012,1116702,0.0898084261066216,1016412.7509498834,9627.688922262325,2295.33679476584,843.9993736753677,3484.005622652241,0.0094722236741568,0.23840994586543818,0.08766375611947418,0.3618735140679603
1.0,2013,1109908,0.0924115188032248,1007339.7159881503,8431.079702131416,1882.3497536005104,688.4874223726539,2871.387323259085,0.0083696488566034,0.2232631904932228,0.0816606468799721,0.34057172090701326
1.0,2014,1105744,0.0917409813186351,1004301.9603528072,9789.082596091754,2327.8062801107662,855.8140630179926,3533.816410003886,0.0097471507400552,0.23779616294586503,0.08742535928337886,0.3609956679101621
1.0,2015,1102585,0.0841015505862584,1009855.8918468504,8251.088782355486,1866.3414845374868,683.688693772609,2843.067736490162,0.0081705606205512,0.22619335869086257,0.08286042143124685,0.3445687970986218
1.0,2016,1099450,0.0803484908077688,1011110.8517813985,9050.701056407348,1090.869213107175,398.2592395344656,1666.971010358239,0.008951245098855,0.12052869786643829,0.044003137110856426,0.18418142417576863
1.0,2017,1096017,0.0771278319875456,1011483.5849685062,8096.331769512824,947.1697241773386,344.7038302108442,1451.5348652025066,0.008004412419372,0.11698751374591114,0.04257530941467161,0.1792830267490198
1.0,2018,1091854,0.073469577852146,1011635.9475438229,8210.331261889234,900.3751158878741,326.52690446181714,1384.243602787642,0.0081158951318637,0.10966367703910326,0.03977024727095869,0.16859777743841256
1.0,2019,1088306,0.0731974562153916,1008644.769216052,6243.5185728700035,721.8690722074739,262.9275725601984,1105.3858671230003,0.0061900073875589,0.11561895168282443,0.042112083033227304,0.1770453397746328
2.0,2010,187995,0.0905798542386211,170966.44030241042,1796.5188120113114,178.80960141093942,63.47410454770731,280.51524621804543,0.0105080202221768,0.09953116004989186,0.03533172273138861,0.1561437844917369
2.0,2011,188580,0.0888350748020048,171827.48159383793,1554.8301196140424,159.86703232647696,56.440004478100775,252.0507967735149,0.0090487860567573,0.10281961373771237,0.03629978848886138,0.1621082545249907
2.0,2012,188399,0.0898084261066216,171479.1823299386,1624.2891704906947,152.62083059200978,53.76999542947716,241.09315486388692,0.0094722236741568,0.09396161309497823,0.03310370862919276,0.14842994661538816
2.0,2013,188349,0.0924115188032248,170943.3828449314,1430.7360887719974,195.84119566764394,74.61388094565889,290.35416010483726,0.0083696488566034,0.1368814257252256,0.052150694688703966,0.202940404162202
2.0,2014,186818,0.0917409813186351,169679.13335201523,1653.8880902240205,264.0974516757419,101.20410011584683,389.8798577737715,0.0097471507400552,0.15968278218870885,0.06119162518555814,0.23573533183914636
2.0,2015,186144,0.0841015505862584,170489.0009676715,1392.9907175435724,187.10016169526065,69.2789137982262,283.249394215454,0.0081705606205512,0.13431544039661428,0.0497339378688711,0.20333903926864755
2.0,2016,186851,0.0803484908077688,171837.80414407759,1538.1623021426801,157.09581235717926,55.79214500144839,246.30617403644354,0.008951245098855,0.10213214310241692,0.0362719492759179,0.16013015901724795
2.0,2017,185410,0.0771278319875456,171109.72867118916,1369.6328372510397,112.5879178815473,39.524322336968844,178.47146788183434,0.008004412419372,0.08220299252427392,0.02885760421478887,0.13030606672664227
2.0,2018,182696,0.073469577852146,169273.40200472434,1373.8051792841493,120.80560960504675,42.525453079542686,190.9920838750613,0.0081158951318637,0.08793503724305007,0.030954500478518714,0.13902414021657847
2.0,2019,179983,0.0731974562153916,166808.70223798516,1032.547099162241,111.34273445500865,39.612595263356994,174.27398870779385,0.0061900073875589,0.10783308049128876,0.0383639596639192,0.16878066758329124
4.0,2010,1626330,0.0937647746152985,1473837.5340999016,15487.114612524952,3235.2386235196873,1179.9823702871909,4948.805413986908,0.0105080202221768,0.20889873320258381,0.07619123379721741,0.3195434099767456
4.0,2011,1615952,0.084094078724967,1480060.0052962322,13392.74633908868,3232.924569479429,1197.1918985584566,4877.510715790898,0.0090487860567573,0.24139369832187949,0.0893910679891157,0.3641904798536483
4.0,2012,1616731,0.0848572548134904,1479539.645568131,14014.53045760401,3345.0190900568427,1235.530735208742,5058.192487709708,0.0094722236741568,0.2386822091668366,0.08816069428415044,0.3609248631633771
4.0,2013,1618036,0.1080866916952123,1443147.8417162453,12078.640683330037,2626.468536890184,960.9653130477857,4005.965829891069,0.0083696488566034,0.21744736065499684,0.07955906117598417,0.331657008012481
4.0,2014,1623723,0.0848572548134904,1485938.323642475,14483.664830968137,3096.2397131855655,1130.624778206915,4730.738574819709,0.0097471507400552,0.21377460396386447,0.07806206449830834,0.3266257974090036
4.0,2015,1628633,0.0848572548134904,1490431.6745213408,12177.662347466248,2611.9183988132436,956.1899431051629,3981.8022432310036,0.0081705606205512,0.21448438331488914,0.07851999142545721,0.326975911272452
4.0,2016,1635218,0.0801787131904518,1504108.324974136,13463.642272071738,3149.1380819279084,1171.9611726880833,4729.411816893984,0.008951245098855,0.23389941728177913,0.0870463689546429,0.3512728369725348
4.0,2017,1637162,0.0848572548134904,1498236.9269950364,11992.50626560081,2395.568807354157,876.1137178950871,3654.886162529182,0.008004412419372,0.1997554768201859,0.0730550977828649,0.3047641653532275
4.0,2018,1637600,0.0848572548134904,1498637.7595174282,12162.786896894619,2180.0838536263677,790.1990681667322,3353.5510544911003,0.0081158951318637,0.17924213193137364,0.06496858613616625,0.2757222569892533
4.0,2019,1640236,0.0848572548134904,1501050.0757937396,9291.511058259095,1519.8170515165568,547.6753358276983,2350.642369236088,0.0061900073875589,0.16357049375360885,0.05894362417411937,0.25298816893153614
5.0,2010,711624,0.0905798542386211,647165.2018072954,6800.42502768019,1841.519445710258,686.4184545422801,2760.680373461167,0.0105080202221768,0.2707947574180448,0.1009375813641513,0.4059570338948226
5.0,2011,711633,0.0888350748020048,648415.0292134249,5867.368875338317,1577.9821234215833,587.4467577256122,2368.1729491239435,0.0090487860567573,0.2689420346578424,0.10012098611947925,0.40361753273734524
5.0,2012,711139,0.0898084261066216,647272.7256669631,6131.112035698608,1515.4648139446733,559.2596472499023,2292.648788833874,0.0094722236741568,0.24717617377089635,0.09121667390737503,0.3739368609617388
5.0,2013,708960,0.0924115188032248,643443.9296292657,5385.399749909982,1258.344108303464,461.67853602881524,1913.7966839877863,0.0083696488566034,0.23365844073589848,0.08572781176300465,0.35536761853561116
5.0,2014,707060,0.0917409813186351,642193.6217488459,6259.558035487993,1472.836913039839,540.6825102411548,2238.825698590353,0.0097471507400552,0.23529407422851972,0.08637710636690396,0.35766513959891977
5.0,2015,706417,0.0841015505862584,647006.2349395072,5286.403664447835,1144.804661201275,417.1708321751363,1752.107836557508,0.0081705606205512,0.21655642169369788,0.0789139193022086,0.33143663400901413
5.0,2016,705926,0.0803484908077688,649205.9112780349,5811.201231475205,393.7855266693535,144.23350587991612,599.8677374377431,0.008951245098855,0.06776318888020832,0.024819912464690484,0.103226116863529
5.0,2017,705370,0.0771278319875456,650966.3411509449,5210.603065701774,331.9668558346778,120.94526582810997,508.1737282279499,0.008004412419372,0.06370987228327052,0.023211375785697243,0.09752685472684497
5.0,2018,702704,0.073469577852146,651076.6337649856,5284.069682443452,377.75570356596165,137.51293409207136,578.702414173786,0.0081158951318637,0.0714895386071594,0.026024057659376442,0.1095183161752294
5.0,2019,700155,0.0731974562153916,648905.4350435125,4016.7294367464638,386.4143702993222,141.08096194611193,590.3976526755356,0.0061900073875589,0.09620124441648138,0.03512334205422285,0.14698467048200178
6.0,2010,9280492,0.07495739903577514,8584850.45790768,178242.42216557643,47503.19686242901,17746.806121292946,71096.93469594531,0.02076243762655105,0.2665089280390356,0.09956555743394935,0.3988777409560815
6.0,2011,9244611,0.07495739903577514,8551659.004342483,108106.19073724505,29452.30878483859,11016.0420200412,44027.91770773769,0.012641546006727974,0.2724386881452812,0.10190019595469775,0.40726546192667823
6.0,2012,9193534,0.0874479542105463,8389578.259734899,108106.7268499527,29300.947911115163,11143.601803292913,43396.00846720489,0.012885835676484736,0.2710372311223849,0.10307963369161786,0.40141820709673887
6.0,2013,9157430,0.0885338074409161,8346687.8557263315,37969.40987537321,10451.127556523392,3912.2924723971987,15611.562914207563,0.004549039155612355,0.27525125069963086,0.10303801099986792,0.4111615894334232
6.0,2014,9134153,0.0881637924876383,8328851.430357661,106306.88472275608,30388.510653148976,11466.858333259375,45085.75355468866,0.012763690841606355,0.285856468585275,0.10786562284431966,0.4241094419450859
6.0,2015,9116629,0.0713414959783811,8466235.048860107,108060.40675602248,30399.897531170554,11618.15883752645,44795.92258328366,0.012763690841606355,0.28132318250297805,0.10751540907816304,0.41454519678445567
