"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",1036.27151494782,123.109960312078,259,8.41744658450804,2.64679200848196e-15
"2","fixed","ev_sales",-0.036555174282505,0.0154643795267744,259,-2.36383064831117,0.0188257401816739
"3","fixed","year_fixed",-69.7049892965902,10.0654117386184,259,-6.9251999924802,3.4271602482459e-11
