Unnamed: 0,_STATE,NAME,population,total_pop,total_asthma_burden,PR,at_risk,num,IR,year
37,40,Oklahoma,931526,901518.4416497018,90079.38920358982,0.0999196300840526,811439.052446112,10127.833248137827,0.0124813234186931,2010
38,41,Oregon,866025,849420.0364884576,64065.89466621789,0.0754231027220282,785354.1418222397,,,2010
39,42,Pennsylvania,2786424,2714731.401499559,258250.29852052772,0.0951292265517965,2456481.1029790314,16250.936222549502,0.0066155348001015,2010
40,44,Rhode Island,223489,218480.1517310754,25502.185213170524,0.1167254096590012,192977.9665179049,2531.966569418822,0.0131204956457238,2010
41,45,South Carolina,1079229,,,,,,,2010
42,46,South Dakota,203209,,,,,,,2010
43,47,Tennessee,1494703,,,,,,,2010
44,48,Texas,6877573,6722096.270530365,508465.69740384165,0.075640942488871,6213630.573126524,77008.5011987654,0.0123934791894164,2010
45,49,Utah,874022,847844.1286037962,58302.359860199205,0.0687654226682087,789541.7687435971,7578.733639336619,0.0095989014633091,2010
46,50,Vermont,128792,126549.03624892324,12582.9971697449,0.099431789784586,113966.03907917836,1733.6943898977638,0.0152123773354382,2010
47,51,Virginia,1854857,,,,,,,2010
48,53,Washington,1582797,1538272.68394257,92511.72469163478,0.0601400035620008,1445760.9592509351,7830.578666061845,0.0054162333101863,2010
49,54,West Virginia,387242,376508.265607951,24619.78305446441,0.065389754497715,351888.4825534866,,,2010
50,55,Wisconsin,1336986,1302590.7987979483,115704.41673215583,0.0888263734389416,1186886.3820657923,,,2010
51,56,Wyoming,135486,129825.24569451484,8551.194393765183,0.0658669609906732,121274.05130074963,,,2010
0,0,United States,73906635,,,0.0888350748020048,,,0.0090487860567573,2011
1,1,Alabama,1123813,,,,,,,2011
2,2,Alaska,188580,,,,,,,2011
3,4,Arizona,1615950,1707128.1754188973,143559.3711772861,0.084094078724967,1563568.8042416112,,,2011
4,5,Arkansas,711633,,,,,,,2011
5,6,California,9244504,,,,,108104.93948260504,,2011
6,8,Colorado,1232558,,,,,,,2011
7,9,Connecticut,804601,809823.6971278522,90843.1018937744,0.1121763937212032,718980.5952340779,5493.446207050628,0.0076406042714715,2011
8,10,Delaware,204796,,,,,,,2011
9,11,District of Columbia,103895,,,,,,,2011
10,12,Florida,3999131,,,,,,,2011
11,13,Georgia,2485977,,,,,15113.728038632657,,2011
12,15,Hawaii,305893,302614.1319319275,32881.68878198868,0.108658801134196,269732.44314993883,3829.841532916137,0.014198668458978,2011
13,16,Idaho,428805,,,,,,,2011
14,17,Illinois,3092313,,,,,,,2011
