"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",2077.88931711092,306.095777377977,258,6.78836322052582,7.75718371187036e-11
"2","fixed","ev_sales",-0.0902677377747265,0.0464163279438204,258,-1.94474103776544,0.0528927277818098
"3","fixed","nonev_sales",0.00411429944479203,0.000486368061400153,258,8.45923030584659,2.02838676966563e-15
"4","fixed","year_fixed",-232.682445640037,30.6026685603656,258,-7.60333842066935,5.37189073001139e-13
