state_code,year,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,SAF,SAF_5,SAF_95
1.0,2010,1130433,0.1140398388149028,1001518.602888953,10523.977732043373,1053.1871683993738,442.6419737279774,1428.1184760182423,0.0105080202221768,0.10007500920423207,0.04206032975347549,0.13570139659930217
1.0,2011,1123827,0.1140398388149028,995665.9500641642,9009.56816612862,912.9694515808518,383.55689811718406,1238.2795664215637,0.0090487860567573,0.10133331972703766,0.042572173387750406,0.13744050143011993
1.0,2012,1116702,0.1120284674364981,991599.5863567276,9392.653077172286,859.3890215850782,359.7880823834905,1168.1990266228404,0.0094722236741568,0.09149587603461262,0.038305266832212956,0.12437370112838593
1.0,2013,1109908,0.1140398388149028,983334.2705806289,8230.1625534241,1289.929196555683,604.4113531552717,1648.8867004721694,0.0083696488566034,0.15673192214399426,0.0734385681001903,0.20034679628364838
1.0,2014,1105744,0.1312927204873755,960567.8620774074,9362.799747721045,1435.2413149164322,689.3529896609039,1811.9054799640744,0.0097471507400552,0.15329189490203265,0.0736268005548977,0.19352175938667296
1.0,2015,1102585,0.1140398388149028,976846.3843202704,7981.382600055024,1220.856253145815,579.2748280565602,1550.5630334187526,0.0081705606205512,0.15296300331942467,0.07257825580903321,0.19427248524686222
1.0,2016,1099450,0.1140398388149028,974068.8992149552,8719.129460044953,757.9146295459208,399.22082508951854,900.2964756430083,0.008951245098855,0.08692549330974302,0.04578677572330258,0.10325531691765552
1.0,2017,1096017,0.1140398388149028,971027.3979816067,7772.50376395445,605.2936332086624,307.2135563450054,733.4735002790926,0.008004412419372,0.07787627405415429,0.03952568769020486,0.09436772532431946
1.0,2018,1091854,0.1140398388149028,967339.1458305932,7850.823064507701,622.8603246640696,318.0409129688333,752.2801356167112,0.0081158951318637,0.07933694589041501,0.04051051849667135,0.09582181758975664
1.0,2019,1088306,0.1140398388149028,964195.7591787084,5968.378872369167,505.44068300959884,263.9772494702763,603.0987251677287,0.0061900073875589,0.08468642722223205,0.04422930499475643,0.10104900142311622
