"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",1561.56547803652,239.14781323823,258,6.52970837111918,3.48102304228606e-10
"2","fixed","ev_sales",-0.0721681423396106,0.0352451652065101,258,-2.04760403070208,0.0416114548853926
"3","fixed","nonev_sales",0.00310206353745778,0.000376403632215488,258,8.24132200637712,8.66690516203623e-15
"4","fixed","year_fixed",-171.182678346688,23.1840390802555,258,-7.38364345203656,2.12484933648853e-12
