"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",2386.88107591567,270.137845676755,259,8.83578926135285,1.54703821924207e-16
"2","fixed","ev_sales",-0.078041996061931,0.0351340826599592,259,-2.22126181056869,0.0271982190408368
"3","fixed","year_fixed",-166.672834739474,22.8891682960811,259,-7.28173398803705,3.95353064332934e-12
