"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",5005.13145341642,533.479727609529,262,9.38204620416212,3.22262460839741e-18
"2","fixed","ev_sales",-0.197163790816429,0.101997135400367,262,-1.93303262922539,0.0543096908519535
"3","fixed","nonev_sales",0.00975191157643517,0.000864842999046878,262,11.2759328423569,2.65814246248774e-24
"4","fixed","year_fixed",-664.205188838765,69.4968973363392,262,-9.55733585665354,9.23252509848888e-19
