"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",1209.07199921849,287.626542715451,258,4.20361760706705,3.62428185004224e-05
"2","fixed","ev_sales",0.0398548292732167,0.00516150092524389,258,7.72155809917511,2.53749431918102e-13
"3","fixed","year_fixed",-95.466998595813,17.9424613908106,258,-5.32073033439588,2.24424946491245e-07
