state_code,year,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,SAF,SAF_5,SAF_95
1.0,2010,1130433,0.0905798542386211,1028038.5436334728,10802.649805677718,3953.6284255348346,1835.894346773047,5512.760963038765,0.0105080202221768,0.3659869103094376,0.16994852002034974,0.5103156227596434
1.0,2011,1123827,0.0888350748020048,1023991.7443904873,9265.882218875227,3361.6934832388833,1556.2486398353951,4698.654663985487,0.0090487860567573,0.3628033903119216,0.16795471851187702,0.5070919911343154
1.0,2012,1116702,0.0898084261066216,1016412.7509498834,9627.688922262325,3186.20473965965,1453.4321997885265,4510.030081201351,0.0094722236741568,0.3309418039351184,0.15096376830661012,0.46844368545941545
1.0,2013,1109908,0.0924115188032248,1007339.7159881503,8431.079702131416,2515.870960890212,1133.4564874577125,3600.865142678751,0.0083696488566034,0.2984043621665904,0.13443788073444135,0.42709418839540036
1.0,2014,1105744,0.0917409813186351,1004301.9603528072,9789.082596091754,3048.3371544465144,1378.3884248964068,4347.922675510318,0.0097471507400552,0.3114017196732561,0.14080874396204626,0.44416038304204386
1.0,2015,1102585,0.0841015505862584,1009855.8918468504,8251.088782355486,2652.3257718242235,1204.1752800739453,3769.4577877409015,0.0081705606205512,0.32145160981615917,0.14594137959695816,0.45684368295753724
1.0,2016,1099450,0.0803484908077688,1011110.8517813985,9050.701056407348,836.4719322415489,385.3624019146502,1173.5547364702923,0.008951245098855,0.09242067846770581,0.042578182564303894,0.12966451208102675
1.0,2017,1096017,0.0771278319875456,1011483.5849685062,8096.331769512824,674.4871792467777,306.7137395411346,957.3973060373602,0.008004412419372,0.0833077495399331,0.0378830497900397,0.11825075025241574
1.0,2018,1091854,0.073469577852146,1011635.9475438229,8210.331261889234,715.2279581822016,327.84670379958834,1008.373455239309,0.0081158951318637,0.0871131669805031,0.039930995880932255,0.12281763342728728
1.0,2019,1088306,0.0731974562153916,1008644.769216052,6243.5185728700035,581.9071454632731,268.89511968645826,814.547529563504,0.0061900073875589,0.09320179617817387,0.04306788176380058,0.13046289845327952
2.0,2010,187995,0.0905798542386211,170966.44030241042,1796.5188120113114,257.668956562743,114.06432257524219,374.6736370586588,0.0105080202221768,0.143426806799906,0.06349186093272259,0.2085553652729019
2.0,2011,188580,0.0888350748020048,171827.48159383793,1554.8301196140424,301.7138506142683,134.36615023817438,436.22180560739343,0.0090487860567573,0.1940493992290059,0.08641854087025809,0.28055914283142225
2.0,2012,188399,0.0898084261066216,171479.1823299386,1624.2891704906947,342.3919537736223,152.9678992761149,493.8615983387256,0.0094722236741568,0.21079494956565298,0.09417528729191957,0.3040478304669919
2.0,2013,188349,0.0924115188032248,170943.3828449314,1430.7360887719974,306.1362830756708,136.93587357902828,441.03808034242127,0.0083696488566034,0.21397117573124752,0.09571008563610114,0.30825956219568407
2.0,2014,186818,0.0917409813186351,169679.13335201523,1653.8880902240205,449.72407314587264,207.3063360839664,630.8532390115299,0.0097471507400552,0.27191928873794424,0.12534483881305813,0.3814364724798764
2.0,2015,186144,0.0841015505862584,170489.0009676715,1392.9907175435724,300.0246618345783,135.29351065018457,428.9387964583859,0.0081705606205512,0.21538166626382677,0.09712448830151851,0.30792652891096445
2.0,2016,186851,0.0803484908077688,171837.80414407759,1538.1623021426801,337.84268903340893,153.2958979985704,480.53866626237095,0.008951245098855,0.2196404687351846,0.0996617182627784,0.3124108981171716
2.0,2017,185410,0.0771278319875456,171109.72867118916,1369.6328372510397,250.10211513636972,110.99212332654855,362.8005200477375,0.008004412419372,0.18260522698794535,0.08103786672442698,0.26488888859871856
2.0,2018,182696,0.073469577852146,169273.40200472434,1373.8051792841493,223.89635012645547,97.92983276675655,329.1201683471226,0.0081158951318637,0.16297532830901212,0.07128363922589445,0.23956829782707453
2.0,2019,179983,0.0731974562153916,166808.70223798516,1032.547099162241,200.46597983090336,89.07232240498013,290.48518065577605,0.0061900073875589,0.1941470563362696,0.08626465802601074,0.28132874606055425
4.0,2010,1626330,0.0937647746152985,1473837.5340999016,15487.114612524952,8285.38915193032,4184.148566916999,10784.080325170795,0.0105080202221768,0.5349859776481312,0.2701696650151434,0.6963259842120201
4.0,2011,1615952,0.084094078724967,1480060.0052962322,13392.74633908868,7880.54321557301,4110.344528017379,10008.96158881906,0.0090487860567573,0.5884187616226626,0.3069082639175163,0.7473419816521462
4.0,2012,1616731,0.0848572548134904,1479539.645568131,14014.53045760401,8589.870133917682,4550.01351411435,10785.417075874195,0.0094722236741568,0.6129260027585859,0.3246639998306616,0.769588186240106
4.0,2013,1618036,0.1080866916952123,1443147.8417162453,12078.640683330037,6897.4232537790085,3556.580015326426,8830.952077327494,0.0083696488566034,0.5710430034812009,0.294452009010826,0.7311213495666992
4.0,2014,1623723,0.0848572548134904,1485938.323642475,14483.664830968137,8603.323896232727,4495.366882037296,10901.626449039193,0.0097471507400552,0.5940018632464896,0.31037495927312275,0.7526842533479485
4.0,2015,1628633,0.0848572548134904,1490431.6745213408,12177.662347466248,6274.752182457679,3135.7389818661045,8229.349368167095,0.0081705606205512,0.5152673808338296,0.2574992549796344,0.6757741455920182
4.0,2016,1635218,0.0801787131904518,1504108.324974136,13463.642272071738,7416.621057125508,3837.7266084708663,9473.380030123732,0.008951245098855,0.5508629022705209,0.28504371483722807,0.7036268372767751
4.0,2017,1637162,0.0848572548134904,1498236.9269950364,11992.50626560081,7016.387254974893,3713.2279360099624,8812.614378325521,0.008004412419372,0.5850642976189748,0.30962901780263813,0.7348434249814436
