"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",1507.9687023011,241.432738077792,171,6.24591641675047,3.23097569361694e-09
"2","fixed","ev_sales",-0.0139925883603956,0.0533440960247635,171,-0.262308097861475,0.793399650067852
"3","fixed","nonev_sales",0.00406851176568233,0.000734579279181724,171,5.53856048078895,1.13242207140236e-07
"4","fixed","year_fixed",-173.02632442327,23.2289039030884,171,-7.4487511397499,4.44933973197312e-12
