state_code,population,PR,at_risk,incidence_cases,AC,AC_5,AC_95,IR,reliability_pr,reliability_ir,reliability,SAF,SAF_5,SAF_95,year
1.0,1130433.0,0.1140398388149028,1001518.6028889528,10332.02288264687,1033.9772850792217,434.56828946458177,1402.069934871128,0.0103163564339627,1.0,0.0,0,0.100075009204232,0.0420603297534754,0.1357013965993021,2010
2.0,187995.0,0.0905798542386211,170966.44030241042,1763.7507364054864,0.0,0.0,0.0,0.0103163564339627,0.0,0.0,0,0.0,0.0,0.0,2010
4.0,1626330.0,0.0937647746152985,1473837.534099901,15204.633327527366,5868.022418631575,2813.638840934772,7351.69643886748,0.0103163564339627,1.0,0.0,0,0.3859364637230521,0.1850514103382416,0.4835168517715935,2010
5.0,711624.0,0.0905798542386211,647165.2018072954,6676.386893501518,891.2333323066923,385.2348060465002,1188.4852362081149,0.0103163564339627,0.0,0.0,0,0.1334903663498257,0.0577010907533638,0.1780132360760774,2010
6.0,9280492.0,0.0905798542386211,8439866.38737731,178242.42216557648,72995.03448451182,34926.838315126435,91553.3036741232,0.0211191047327664,0.0,1.0,0,0.4095267198327446,0.1959513223102494,0.5136448582878642,2010
8.0,1227213.0,0.0905798542386211,1116052.225340259,11513.592555527466,3168.833026403453,1467.4803532825606,4062.1193094777113,0.0103163564339627,0.0,0.0,0,0.2752253921719815,0.1274563387756891,0.3528107573623978,2010
9.0,814365.0,0.1122878929298243,722921.6700742036,6089.619939659475,1875.930733912117,859.2731929615759,2413.030646792884,0.008423623459834,1.0,1.0,1,0.3080538280714144,0.1411045683434926,0.3962530783042296,2010
10.0,205519.0,0.0905798542386211,186903.1189367328,1928.159193570676,566.3092684883409,261.38662354249243,725.434278845258,0.0103163564339627,0.0,0.0,0,0.2937046227182191,0.1355627815452528,0.3762315275959436,2010
11.0,101265.0,0.1740239359191539,83642.46612914688,862.8854936039388,387.57584142367085,185.4912608133152,485.4668410057281,0.0103163564339627,1.0,0.0,0,0.4491625416078285,0.2149662524034214,0.5626086480815907,2010
12.0,3997512.0,0.0905798542386211,3635417.9457228607,37504.26731450181,6802.082405842513,2980.4574450237446,8988.975278911254,0.0103163564339627,0.0,0.0,0,0.181368225348915,0.0794698219280046,0.2396787331833964,2010
13.0,2489665.0,0.0898727978319705,2265911.840785667,25620.82078194105,3733.953142796849,1619.8341862082375,4969.475162239005,0.0113070686691223,1.0,1.0,1,0.145739013381989,0.0632233526003969,0.1939623716404027,2010
15.0,303872.0,0.1102654486308094,270365.41759365867,4738.572445940158,321.67252232908425,134.56674338198383,437.4507797020783,0.0175265479147259,1.0,1.0,1,0.0678838460314523,0.0283981610320795,0.0923169973009214,2010
16.0,429231.0,0.0905798542386211,390351.3185853024,4027.003336993342,642.3012286964098,278.8246365768392,853.9203453021281,0.0103163564339627,0.0,0.0,0,0.1594985588405217,0.0692387398876645,0.212048581499236,2010
17.0,3123233.0,0.0974834623202814,2818769.4335270403,25762.6053177457,8334.315494635131,3959.992648755044,10516.549002311976,0.0091396639296991,1.0,1.0,1,0.3235043735617189,0.1537108766723735,0.4082098402939086,2010
18.0,1606162.0,0.0888350341234916,1463478.5439221445,17194.34110389379,3712.3572989218,1666.7711445920702,4839.601553879237,0.0117489533244626,1.0,1.0,1,0.2159057608832192,0.0969371919819955,0.2814647868526507,2010
19.0,728224.0,0.062258773367947,682885.6670229002,7044.891944652665,1041.036184089215,448.6177333795857,1390.212861294666,0.0103163564339627,1.0,0.0,0,0.1477717745379189,0.0636798600892811,0.1973362930498727,2010
20.0,727489.0,0.0752831367273466,672721.3461453593,4647.498986588632,796.4708828963345,347.8992616361549,1055.0781735817473,0.0069085053019626,1.0,1.0,1,0.1713762359485659,0.0748573076917485,0.2270206355345971,2010
21.0,1023533.0,0.1061612593508542,914873.4477328422,9438.160578780424,1398.6823609140692,601.5621205556638,1869.928129550399,0.0103163564339627,1.0,0.0,0,0.1481943805934698,0.0637372203550065,0.1981242122278053,2010
22.0,1117831.0,0.0828838377778719,1025180.8767329236,5378.796164412129,896.9097106934128,390.499530693047,1190.1277293510564,0.005246680158094,1.0,1.0,1,0.1667491541374369,0.0725998009139516,0.2212628426459678,2010
23.0,273399.0,0.0905798542386211,248634.5584310152,2984.929290269952,332.0838405967434,145.11114756855275,439.9616742070604,0.0120052872340275,0.0,1.0,0,0.1112535032837278,0.0486146013714881,0.1473943371594142,2010
24.0,1352627.0,0.1182520065132316,1192676.1431860272,9989.521796343544,2248.389855973609,1011.91686670491,2927.389394891667,0.0083757203105096,1.0,1.0,1,0.2250748235813034,0.1012978285982919,0.2930459990550475,2010
25.0,1417502.0,0.0905798542386211,1289104.875457046,15669.18908462419,3651.8192072151296,1642.5896286095465,4753.488112203988,0.0121550925630226,0.0,1.0,0,0.2330573195264185,0.1048292684285354,0.3033652913709794,2010
26.0,2334175.0,0.1117048277958644,2073436.383579588,32539.83484505312,6214.68167748633,2745.7105384186684,8176.970764754032,0.0156936740874953,1.0,1.0,1,0.1909868844472982,0.0843799776948187,0.2512910960885574,2010
27.0,1283281.0,0.0905798542386211,1167041.594072808,12039.6170577152,2036.5428217048263,887.7579145620809,2700.747579281306,0.0103163564339627,0.0,0.0,0,0.1691534549597467,0.0737363913076612,0.2243217177369125,2010
28.0,753561.0,0.0869529762632587,688036.6282540825,11396.751622997866,1015.392302198024,425.6271085655901,1379.2743893722384,0.0165641641084102,1.0,1.0,1,0.0890948873667678,0.0373463529473349,0.1210234665980573,2010
