"","effect","term","estimate","std.error","df","statistic","p.value"
"1","fixed","(Intercept)",3569.70500691628,394.157507875441,262,9.05654449196579,3.18742257467411e-17
"2","fixed","ev_sales",-0.152229620816168,0.074575483880747,262,-2.04128237450792,0.0422246915621723
"3","fixed","nonev_sales",0.00705715978076002,0.000641284669569086,262,11.0047224199233,2.09874929979427e-23
"4","fixed","year_fixed",-471.837076998993,50.5844182224116,262,-9.32771579826025,4.73706763565104e-18
